cluster_id	category	cluster_size	role	richness_score	hamming_dist	sha256	size_bytes	resolution	has_gps	ext	path
2	mixed_bundle	22	REMOVE	-3.3	3	0c1a578ccb3f	5604	356x200		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~Keynote/Documents/AWL Traceability.key/Data/master-0-5194.jpeg
3	bundle_asset	15	KEEP	7.4	0	f4f3d75fc545	1477284	2500x1405		jpeg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/image4-13.jpeg
3	bundle_asset	15	REMOVE	7.3	4	cc508dd6234d	161846	1024x576		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview.jpg
3	bundle_asset	15	REMOVE	6.7	5	c136d5f681c4	26251	356x200		jpeg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/slide-1-1975.jpeg
3	bundle_asset	15	REMOVE	6.6	5	f553353da129	10381	186x105		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-web.jpg
3	bundle_asset	15	REMOVE	6.6	0	7911e27820c8	1668	44x25		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-micro.jpg
3	bundle_asset	15	REMOVE	-2.6	0	f4f3d75fc545	1477284	2500x1405		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/image4-13.jpeg
3	bundle_asset	15	REMOVE	-2.6	0	f4f3d75fc545	1477284	2500x1405		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/image4-13.jpeg
3	bundle_asset	15	REMOVE	-2.7	4	cc508dd6234d	161846	1024x576		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview.jpg
3	bundle_asset	15	REMOVE	-2.7	4	cc508dd6234d	161846	1024x576		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview.jpg
3	bundle_asset	15	REMOVE	-3.3	5	c136d5f681c4	26251	356x200		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/slide-1-1975.jpeg
3	bundle_asset	15	REMOVE	-3.3	5	c136d5f681c4	26251	356x200		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/slide-1-1975.jpeg
3	bundle_asset	15	REMOVE	-3.4	5	f553353da129	10381	186x105		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-web.jpg
3	bundle_asset	15	REMOVE	-3.4	0	7911e27820c8	1668	44x25		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-micro.jpg
3	bundle_asset	15	REMOVE	-3.4	5	f553353da129	10381	186x105		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-web.jpg
3	bundle_asset	15	REMOVE	-3.4	0	7911e27820c8	1668	44x25		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/preview-micro.jpg
4	burst_sequence	11	KEEP	75.0	0	45ba2bdd0dc8	1843362	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-14.383.jpeg
4	burst_sequence	11	REMOVE	75.0	0	0b002f55580b	1843872	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-14.271.jpeg
4	burst_sequence	11	REMOVE	75.0	1	eaf518fd61ce	1856336	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-14.103.jpeg
4	burst_sequence	11	REMOVE	75.0	1	5aff2252ebda	1843804	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.880.jpeg
4	burst_sequence	11	REMOVE	75.0	1	5aff2252ebda	1843804	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.880 (2).jpeg
4	burst_sequence	11	REMOVE	75.0	2	faa4beda4943	1842796	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.769.jpeg
4	burst_sequence	11	REMOVE	75.0	1	b800aeb37698	1846565	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.713.jpeg
4	burst_sequence	11	REMOVE	75.0	1	7c0229861591	1843160	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.546.jpeg
4	burst_sequence	11	REMOVE	74.9	1	ed354cec99e5	1840976	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-14.215.jpeg
4	burst_sequence	11	REMOVE	74.9	1	8f05e54bdd42	1836912	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.992.jpeg
4	burst_sequence	11	REMOVE	74.9	2	980ecd8bdffb	1841223	4032x3024	GPS	jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-12-04 19-33-13.602.jpeg
5	bundle_asset	11	KEEP	6.7	0	35edd38ad415	3821	356x200		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~Keynote/Documents/nacenění AGEL.key/Data/mt-93C7C8D9-BEC4-4CB1-BE1A-2E9BEFF69C7A-8955.jpg
5	bundle_asset	11	REMOVE	6.7	0	a900ea64620d	14089	356x200		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~Keynote/Documents/B2A_Pegas_Gonda_prezenttion.key/Data/mt-958428F4-EBD9-410C-ABCB-55D4DB1EFB51-3059.jpg
5	bundle_asset	11	REMOVE	6.7	0	e12c8166dcd8	6089	356x200		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~Keynote/Documents/AWL Traceability.key/Data/mt-AA8905CF-D338-4BCE-AD94-CBDC52BDB08F-3972.jpg
5	bundle_asset	11	REMOVE	6.7	0	f6afe7cc5784	13976	356x200		jpg	/Users/marekgaletka/Library/Mobile Documents/com~apple~Keynote/Documents/AWL Traceability.key/Data/mt-958428F4-EBD9-410C-ABCB-55D4DB1EFB51-4151.jpg
5	bundle_asset	11	REMOVE	6.7	4	b92aedee027b	7154	356x200		jpeg	/Users/marekgaletka/Library/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/master-0-1851.jpeg
5	bundle_asset	11	REMOVE	-3.3	4	b92aedee027b	7154	356x200		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/master-0-1851.jpeg
5	bundle_asset	11	REMOVE	-3.3	0	35edd38ad415	3821	356x200		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~Keynote/Documents/nacenění AGEL.key/Data/mt-93C7C8D9-BEC4-4CB1-BE1A-2E9BEFF69C7A-8955.jpg
5	bundle_asset	11	REMOVE	-3.3	0	a900ea64620d	14089	356x200		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~Keynote/Documents/B2A_Pegas_Gonda_prezenttion.key/Data/mt-958428F4-EBD9-410C-ABCB-55D4DB1EFB51-3059.jpg
5	bundle_asset	11	REMOVE	-3.3	0	e12c8166dcd8	6089	356x200		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~Keynote/Documents/AWL Traceability.key/Data/mt-AA8905CF-D338-4BCE-AD94-CBDC52BDB08F-3972.jpg
5	bundle_asset	11	REMOVE	-3.3	0	f6afe7cc5784	13976	356x200		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~Keynote/Documents/AWL Traceability.key/Data/mt-958428F4-EBD9-410C-ABCB-55D4DB1EFB51-4151.jpg
5	bundle_asset	11	REMOVE	-3.3	4	b92aedee027b	7154	356x200		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/Mobile Documents/com~apple~CloudDocs/B2A DIMA - HRONOVSKÝ - vision.key/Data/master-0-1851.jpeg
6	exact_match	10	KEEP	7.3	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/Downloads/KP 750 new.jpg
6	exact_match	10	REMOVE	7.3	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/Downloads/KP 750 new-4.jpg
6	exact_match	10	REMOVE	7.3	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/Downloads/KP 750 new-3.jpg
6	exact_match	10	REMOVE	7.3	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/Downloads/KP 750 new-2.jpg
6	exact_match	10	REMOVE	7.3	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/Downloads/KP 750 new-1.jpg
6	exact_match	10	REMOVE	-2.7	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Downloads/KP 750 new.jpg
6	exact_match	10	REMOVE	-2.7	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Downloads/KP 750 new-4.jpg
6	exact_match	10	REMOVE	-2.7	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Downloads/KP 750 new-3.jpg
6	exact_match	10	REMOVE	-2.7	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Downloads/KP 750 new-2.jpg
6	exact_match	10	REMOVE	-2.7	0	8f6e06224779	350560	1271x1515		jpg	/Users/marekgaletka/mnt/mega/GML-Backup/Downloads/KP 750 new-1.jpg
7	burst_sequence	9	KEEP	88.6	0	c35d8327f671	1574214	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7093.JPG
7	burst_sequence	9	REMOVE	88.5	3	7fc9830c3a79	1482240	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7094.JPG
7	burst_sequence	9	REMOVE	88.5	2	1748a1d166d4	1487631	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7092.JPG
7	burst_sequence	9	REMOVE	88.5	1	9a82de01d322	1504502	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7091.JPG
7	burst_sequence	9	REMOVE	88.5	1	25793c197a85	1497983	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7090.JPG
7	burst_sequence	9	REMOVE	88.5	2	4c37e1b4de71	1448487	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7089.JPG
7	burst_sequence	9	REMOVE	88.5	1	9cf9fe4384ee	1486853	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7088.JPG
7	burst_sequence	9	REMOVE	88.5	1	73791235262c	1425757	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7087.JPG
7	burst_sequence	9	REMOVE	88.5	2	2b0ea8b219fa	1483184	3840x2160	GPS	jpg	/Users/marekgaletka/Pictures/IMG_7086.JPG
8	needs_review	8	KEEP	7.2	0	fd6e642fb305	221839	701x517		jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-01-06.jpeg
8	needs_review	8	REMOVE	7.2	4	0a87854a0f4d	228032	704x516		jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-00-45.jpeg
8	needs_review	8	REMOVE	7.1	1	aac8de913dc4	208328	703x474		jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-02-03.jpeg
8	needs_review	8	REMOVE	7.0	0	f31d6ed9d04d	176540	558x489		jpeg	/Users/marekgaletka/.config/gml/cloud/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-02-03 (2).jpeg
8	needs_review	8	REMOVE	-2.8	0	fd6e642fb305	221839	701x517		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-01-06.jpeg
8	needs_review	8	REMOVE	-2.8	4	0a87854a0f4d	228032	704x516		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-00-45.jpeg
8	needs_review	8	REMOVE	-2.9	1	aac8de913dc4	208328	703x474		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-02-03.jpeg
8	needs_review	8	REMOVE	-3.0	0	f31d6ed9d04d	176540	558x489		jpeg	/Users/marekgaletka/mnt/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-04-06 12-02-03 (2).jpeg
